dc:identifier,dc:name,ayto:url_imagen,dc:description,ayto:descrip_es,ayto:descrip_en,ayto:direccion,ayto:telefono,ayto:email,ayto:website,ayto:blog,ayto:facebook,ayto:twitter,ayto:googlePlus,ayto:instagram,ayto:longitud,ayto:latitud,ayto:id_categoria,ayto:categoria,ayto:ico_categoria,ayto:accesible,ayto:fecha_modificacion,dc:modified,uri
RES2983,Restaurante Ancora,http://ar.smartsantander.eu/butler/server/photos/2983.png,"Restaurante ubicado a las afueras de la ciudad\, en el Polígono industrial de Raos. Ofrece menú diario. \n","Restaurante ubicado a las afueras de la ciudad\, en el Polígono industrial de Raos. Ofrece menú diario. \n",Restaurant placed in the outskirts of the city in Raos Industrial Estate.\nIt offers daily special menu.,Calle Marcos Ruiloba Palazuelos  s/n. Polígono de Raos,942356374," info@restauranteancora.net",http://www.restauranteancora.net/,,,,,," -3.8330884710693454",43.43517264589111,9,Restaurantes,,0,2016-02-23T11:39:32.000Z,2017-10-31T15:02:07.582Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2983.csv
RES2979,Restaurante Agave Azul,http://lira.tlmat.unican.es/RASan/butler/server/photos/2979.jpg,"El Restaurant Agave Azul\, ubicado en la Calle Sol\, ofrece una cocina mejicana y Tex-Mex.","El Restaurant Agave Azul\, ubicado en la Calle Sol\, ofrece una cocina mejicana y Tex-Mex.",The restaurant Agave Azul is placed in Sol Street and offers Mexican and Tex-Mex cuisine.,Calle del Sol nº 40,942218952,,,,https://www.facebook.com/RestauranteAgaveAzulSantander,,,,-3.798470689537112,43.46544550110148,9,Restaurantes,,0,2015-08-06T11:38:00.000Z,2017-10-31T15:02:07.582Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2979.csv
RES2978,Restaurante Hostería de Adarzo,http://lira.tlmat.unican.es/RASan/butler/server/photos/2978.jpg,Restaurante que ofrece cocina tradicional con productos de temporada.\nDestaca su cocina a la brasa de madera de encina. Dispone de terraza exterior ajardinada y calefactada para fumadores y parking.,"Restaurante que ofrece cocina tradicional con una carta que cambia según los productos de temporada. Destaca su cocina a la brasa de madera de encina.\n\nDispone de terraza exterior ajardinada y calefactada para fumadores con una capacidad para 40 comensales\, además de tres salones interiores climatizados con capacidad para 100 comensales.\n\nLa Hostería dispone de un amplio parking para los clientes.\n",Restaurant that offers traditional cuisine with an ample menu that changes according to seasonal products. To be outlined its dishes roasted on a wood fire of holm oak.\n\nIt has a heated and gardened outside terrace for smokers with capacity for 40 people and three inner dining rooms climate-controlled for 100 people.\n\nLa Hostería restaurant  has a parking lane for customers.,Calle Adarzo nº 68,942332311,,http://www.restaurantehosteriadeadarzo.es/,,https://es-es.facebook.com/RestauranteHosteriaDeAdarzo,,,,-3.8653003111970747,43.45307468051989,9,Restaurantes,,0,2015-08-07T10:25:07.000Z,2017-10-31T15:02:07.582Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2978.csv
RES2977,Marisquería Acuario,http://lira.tlmat.unican.es/RASan/butler/server/photos/2977.jpg,"Marisquería Acuario\, junto a la segunda playa de El Sardinero\, dispone de comedor y terraza al aire libre para degustar los mariscos del Cantábrico. Dispone de servicio para llevar. ","Marisquería Acuario se encuentra a 50 metros de la segunda playa de El Sardinero. Cuenta con unas estupendas vistas al mar\, al palacio de la Magdalena y al parque de Mesones. \n\nLa decoración del local se basa en cuadros que hacen referencia a la costa cantábrica\, así como en bodegones de mariscos. Es un lugar luminoso\, acogedor\, en el que las mesas y la barra están fabricadas con madera de pino. \n\nDispone de comedor y terraza al aire libre.\n\nLos mariscos del Cantábrico\, así como las gambas y los langostinos de Huelva\, son algunas de las especialidades del restaurante. \n\nDispone de servicio para llevar. ","Marisquería Acuario (seafood restaurant) is settled 50m from the second beach of El Sardinero. It has magnificent landscapes to the sea\, to the Magdalena Palace and Mesones Park.\n\nIt is decorated with pictures of the Cantabric sea and still life pictures of seafood. It is a light-filled\, warm place with its tables and chairs are made out of pine wood.\n\nIt has a dining room and an open-air terrace.\n\nAmong others\, some of its specialties are the seafood of the Cantabric sea and prawns from Huelva.\n\nTake away service is at customer´s disposal.\n\n ",Calle Gregorio Marañón nº 1,942277127,,http://www.marisqueria-acuario.com/index,,https://es-es.facebook.com/MarisqueriaAcuario,,,,-3.789330764204692,43.479799125567595,9,Restaurantes,,0,2015-08-06T11:22:30.000Z,2017-10-31T15:02:07.582Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2977.csv
RES2976,Restaurante Asador La Abuela María,http://lira.tlmat.unican.es/RASan/butler/server/photos/2976.jpg,"El Restaurante Asador La Abuela María\, de Cueto\, cuenta con un local espacioso en donde destacan los productos a la brasa (su especialidad) además de los platos de cuchara\, y postres caseros.","El Restaurante Asador La Abuela María\, de Cueto\, cuenta con un local espacioso en donde destaca la cocina tradicional.\n\nSu especialidad es la brasa\, donde se elaboran muchos de sus platos estrellas. A ello se suman sus ensaladas\, platos de cuchara\, sartenadas\, postres caseros\, etc.\n\nAdemás cuenta con una bodega en la que mandan los vinos de La Rioja. \n\nEn el Restaurante Asador La Abuela María tiene lugar todos los años el Concurso de la Olla Ferroviaria.","The restaurant Asador La Abuela María\, in Cueto has a large establishment in which to taste the traditional cuisine.\n\nIts specialty are roasted dishes\, besides its assorted salads\, stewed dishes\, ""sartenadas"" (fried plates)\, assorted desserts\, etc.\n\nIt has a wine cellar in which the wines from La Rioja prevail. \n\nEvery year takes place in the restaurant Asador La Abuela María the so called ""Olla Ferroviaria"" competition among different restaurants. \n\n ",Calle Ines Diego del Noval (frente al nº 78),942393161,informacion@restauranteabuelamaria.es,http://www.restauranteabuelamaria.es/,,https://www.facebook.com/restaurante.abuelamaria,,,,-3.8004458382754364,43.48311995190143,9,Restaurantes,,1,2015-08-06T10:10:42.000Z,2017-10-31T15:02:07.582Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res2976.csv
RES3093,Restaurante Chino La Gran Muralla,http://ar.smartsantander.eu/butler/server/photos/3093.png,"Restaurante chino ubicado en la Calle Vargas en el que se ofrecen los platos tradicionales chinos. ","Restaurante chino ubicado en la Calle Vargas en el que se ofrecen los platos tradicionales chinos. ",,Calle Vargas nº 47,942373915,,,,,,,,-3.8194634393629485,43.46041697935221,9,Restaurantes,,0,2015-08-13T12:15:13.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3093.csv
RES3091,Café Taberna La Gloria de Carriedo,https://farm8.staticflickr.com/7565/15689327578_5ef3c3e1e1.jpg,"DESAYUNOS\,PINCHOS\,RABAS\,MEJILLONES\,PATATAS BRAVAS\,CROQUETAS CASERAS",,,"C/ Cádiz\, 12\, Santander",942215081,,,,https://es-es.facebook.com/pages/La-Gloria-de-Carriedo/134275089964187,,,," -3.807803286685953",43.46014860560096,9,Restaurantes,,0,2015-06-15T07:40:08.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3091.csv
RES3090,Restaurante La Gaviota,http://ar.smartsantander.eu/butler/server/photos/3090.jpg,"Restaurante con cocina marinera tradicional en el Barrio Pesquero que sirve mariscos y pescados además de carnes y parrilladas. ",Restaurante con cocina marinera tradicional en el Barrio Pesquero.\n\nEn el restaurante La Gaviota se sirven mariscos y pescados además de carnes y parrilladas. Los postres son caseros y dispone de una amplia bodega.,,Calle Marqués de la Ensenada nº 32,942221132,,,,https://es-es.facebook.com/pages/La-Gaviota/292518004129969,https://twitter.com/lagaviota32,,,-3.8197754875499186,43.45165734437861,9,Restaurantes,,0,2016-03-16T15:13:16.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3090.csv
RES3086,Restaurante Marisquería La Flor de Tetuán,http://ar.smartsantander.eu/butler/server/photos/3086.jpg,"Restaurante ubicado en Tetuán especializado en mariscos\, pescados\, etc.\nExiste la posibilidad de recogida en restaurante  para degustarlo en casa.","Restaurante especializado en marisco en el que destacan la langosta del Cantábrico\, el centollo\, pescados como el jargo\, la lubina\, el rodaballo o la dorada. Además es famoso también su salpicón de bogavante\, gambas de Huelva\, anchoas caseras\, arroz con bogavante\, pescados a las plancha o asados\, etc.\n\nAdemás\, los postres son caseros y dispone de una carta de vinos con más de cien referencias nacionales.\n\nExiste la posibilidad de recogida en restaurante  para degustarlo en casa.",,Calle Tetuán nº  25,942218353,,,,https://es-es.facebook.com/pages/La-Flor-de-Tetu%C3%A1n/180080855337111,,,,-3.794825579293388,43.4658315802264,9,Restaurantes,,0,2015-08-13T12:20:08.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3086.csv
RES3083,La Cueva,http://ar.smartsantander.eu/butler/server/photos/3083.jpg,"Situado en el Barrio Pesquero\, su cocina se caracteriza por tratar productos del mar: paellas\, mariscos\, raciones\, etc. Todo ello en un local con decoración marinera. ","Situado en el Barrio Pesquero\, su cocina se caracteriza por tratar productos del mar: paellas\, mariscos\, raciones\, etc. Todo ello en un local con decoración marinera. ",mj,Marqués de la Ensenada nº 32,"942362706 ",,,,,,,," -3.818668915405283",43.45193606849059,9,Restaurantes,,0,2016-03-16T15:37:23.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3083.csv
RES3080,Bodegas La Conveniente,http://lira.tlmat.unican.es/RASan/butler/server/photos/3080.jpg,"Restaurante situado junto a la Plaza de Cañadio que destaca por su decoración (antigua bodega) y su carta con embutidos\, quesos\, conservas\, fritos\, etc. No se reserva y tiene música en directo.","Restaurante situado junto a la Plaza de Cañadio que destaca por su decoración y su carta.\n\nEl local se corresponde con el de unas antiguas bodegas en donde han mantenido las antiguas barricas\, el suelo adoquinado y el espacio diáfano. \n\nRespecto a la comida\, es casera\, con embutidos\, quesos\, conservas\, fritos\, etc.  \n\nNo se reserva y tiene música en directo amenizada con un pianista.","Restaurant placed near Cañadío Square that outstands for its decoration and menu.\n\nThe restaurant is placed in an old wine cellar and conserves the old barrels\, the cobbled floor and the open space.\n\nThey cook home-made cuisine and also serve assorted cold meat products\, cheeses\, fritters\, etc.\n\nPrevious bookings are not allowed and it has live music with a piano.\n\n\n",Calle de Gómez Oreña nº 9,942212887,,,,,,https://plus.google.com/117408132112761043928/about?gl=es&hl=es,," -3.8023986355209445",43.46359839516811,9,Restaurantes,,0,2015-08-13T14:25:33.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3080.csv
RES3074,Restaurante La Chulilla,http://ar.smartsantander.eu/butler/server/photos/3074.jpg,Restaurante con terraza cerrada que ofrece una cocina tradicional basada en el marisco y con variedad de pescados.\n,"Restaurante con terraza cerrada que ofrece una cocina tradicional basada en el marisco y con variedad de pescados.\n\nSe ubica en el Barrio Pesquero\, zona típica de la ciudad para este tipo de restaurantes.",,Avenida de Sotlieza nº 36,942313655,,,,https://www.facebook.com/pages/Bar-Restaurante-La-Chulilla/415879508480168,,,," -3.819768621101389",43.4509079625382,9,Restaurantes,,0,2016-02-23T12:32:02.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3074.csv
RES3069,Restaurante&Terraza La Candelita,http://ar.smartsantander.eu/butler/server/photos/3069.jpg,"La Candelita Restaurante & Terraza disfruta de instalaciones amplias\, terraza y jardín. En su carta destacan las raciones\, carnes\, pescados y postres. Cuenta con parking privado.","La Candelita Restautante & Terraza\, ubicado en Monte y antes llamado Casa Ciana\, disfruta de instalaciones amplias\, terraza y jardín.\n\nEn su carta\, raciones\, carnes\, pescados y postres se acompañan de una cuidada selección de vinos.\n\nA escasos metros se ubica un parking privado de 1500 metros cuadrados.",,Calle Tristana nº 18,942321280,lacandelitamonte@hotmail.com,http://www.lacandelitamonte.com/,,https://www.facebook.com/lacandelita.santander,,,," -3.8306101099395846",43.47051684930952,9,Restaurantes,,0,2016-02-23T12:19:10.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3069.csv
RES3065,La Bodega,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Restaurante ubicado en el Sardinero\, con cocina tradicional y menú diario. ","Restaurante ubicado en el Sardinero\, en un espacio peatonal en el que se encuentran varios locales de comida.\n\nLa Bodega cuenta con un diseño tradicional\, al igual que los productos de su carta\, tiene terraza y diariamente se sirve menú. ",,"Calle Joaquín Costa\, 41",942271053,,,,,,,,-3.78275233966167,43.47100070966516,9,Restaurantes,,0,2016-02-23T12:27:24.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3065.csv
RES3042,Restaurante Bellasombra Santander,http://ar.smartsantander.eu/butler/server/photos/3042.jpg,"Restaurante al inicio de la calle Tetuán en el que destaca su carta con una treintena de especialidades\, además\, de menú diario. El local tiene grandes ventanales y dispone de dos terrazas. \n","Restaurante al inicio de la calle Tetuán en el que destaca su luminosidad\, sus grandes ventanales\, su doble acceso desde la rotonda de Tetuán-sur y desde el paseo Menéndez Pelayo\, y sus dos terrazas. \n\nEn su carta hay una treintena de especialidades\, además\, de menú diario.  ",,"Calle Amaliach nº 5 ",942300583,bellasombrasantander@gmail.com,http://www.bellasombrasantander.com/,,,,,," -3.79651386894227",43.46557239613182,9,Restaurantes,,0,2016-02-23T11:43:59.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3042.csv
RES3040,Restaurante El Parque de Trueba,http://ar.smartsantander.eu/butler/server/photos/3040.jpg,"Restaurante con bonitas vistas de El Sardinero y sus playas. Su carta es extensa\, con raciones\, pasta\, pizzas\, arroces\, carnes\, pescados\, etc. ","Tanto desde su terraza como desde el interior del comedor (con unos grandes ventanales) se disfruta de las vistas  que ofrecen el abra de El Sardinero y sus playas. \n\nSu carta es extensa\, con raciones\, pasta\, pizzas\, arroces\, carnes\, pescados\, etc. Además en su cafetería se sirven hamburguesas\, sándwiches\, etc.",,Avenida Manuel García Lago nº 2,942271032," basiheras@ono.com ",http://elparquedetrueba.com,,https://es-es.facebook.com/public/El-Parque-de-Trueba,https://twitter.com/parquedetrueba,,,-3.788367544152493,43.47854377026946,9,Restaurantes,,0,2015-08-13T12:17:19.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3040.csv
RES3037,Restaurante El Muelle del Barrio Pesquero,http://ar.smartsantander.eu/butler/server/photos/3037.png,"Restaurante del Barrio Pesquero que destaca por sus pescados salvajes\, mariscos y arroces además de una buena carta de vinos.","Restaurante del Barrio Pesquero que destaca por sus pescados\, mariscos y arroces además de una buena carta de vinos.\n\nEl restaurante da a una plaza pública pequeña y recogida donde juegan los niños.\n\n",,Avenida Sotileza nº 36,942364217,,,,https://www.facebook.com/luzmela.gastrobar,https://twitter.com/luzmelabar,,,-3.819877103023714,43.450833832379615,9,Restaurantes,,0,2015-08-13T12:17:01.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3037.csv
RES3030,Mesón El Desfiladero,http://ar.smartsantander.eu/butler/server/photos/3030.jpg,Restaurante de cocina tradicional y casera especializada en comida lebaniega. Está situado en el Alisal.\nDestaca su menú de día y sus pinchos.,Restaurante de cocina tradicional y casera especializada en comida lebaniega. \n\nEstá situado en el Alisal.\n\nDestaca su menú de día y sus pinchos.\n,,Calle Los Ciruelos nº 21,942332118,verdejaja@hotmail.com,http://www.mesondesfiladero.com.es/,,https://www.facebook.com/pages/Meson-El-Desfiladero,,,,-3.8520644480421424,43.45835488354745,9,Restaurantes,,0,2015-08-13T12:13:01.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3030.csv
RES3026,Restaurante El Cocinero,http://ar.smartsantander.eu/butler/server/photos/3026.jpg,Restaurante con terraza ubicado junto al Palacio de Festivales que ofrece una cocina tradicional cántabra especializada en la elaboración de pescados y mariscos.,Restaurante ubicado junto al Palacio de Festivales y frente al Dique de Gamazo.\n\nOfrece una cocina tradicional cántabra especializada en la elaboración de pescados y mariscos. \n\nDispone de una terraza con vistas al mar para comer al aire libre.,,Calle La Unión nº 6,942271055,,,,https://www.facebook.com/BarElCocinero,,,,-3.7883680136700377,43.46327642689941,9,Restaurantes,,0,2015-08-13T12:16:41.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3026.csv
RES3025,Restaurante El Chumarru,http://ar.smartsantander.eu/butler/server/photos/3025.jpg,"El Chumarru\, en la zona entre Tetuan y Canalejas\, es un restaurante típico de la zona con una cocina tradicional y casera. Destaca su cocido montañés y cocido lebaniego. ","El Chumarru\, en la zona entre Tetuan y Canalejas\, es un restaurante típico de la zona con una cocina tradicional y casera.\n\nTiene menú del día\, generalmente compuesto por cocido montañés o cocido lebaniego. \n\nLos fines de semana tienen como plato el sábado cocido lebaniego y el domingo cocido montañés.\n\nSe puede encargar comida tanto para cenar en el local como para recoger.",,Calle La Montañesa nº 7,942222614,marymar@ono.com,,,https://www.facebook.com/ElChumarru,,,,-3.7926920429480333,43.465653298379216,9,Restaurantes,,0,2015-08-13T12:16:33.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3025.csv
RES3023,Restaurante El Barco,http://ar.smartsantander.eu/butler/server/photos/3023.jpg,Restaurante situado en las proximidades de la playa de Mataleñas y del Faro de Cabo Mayor. Cuenta con terraza para disfrutar de sus raciones y sus platos elaborados.,"Restaurante situado en las proximidades de la playa de Mataleñas y del Faro de Cabo Mayor.\n\nEl Barco cuenta con un comedor para 70 comensales y dos terrazas\, todo ello con decoración chill out. \n\nDestacan sus raciones y sus platos elaborados recogidos en la carta.\n",,"Avenida Faro nº 24 ",942391760,juangtorre@yahoo.es,http://restauranteelbarcosantander.es/,http://restauranteelbarcosantander.es/blog/,https://www.facebook.com/elbarco.ramongonzaleztorre,https://twitter.com/ElBarcoRestaura,,,-3.7905903578347306,43.48746368232593,9,Restaurantes,,0,2015-08-13T12:16:21.000Z,2017-10-31T15:02:07.581Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3023.csv
RES3145,Restaurante La Taberna de Vicente,http://ar.smartsantander.eu/butler/server/photos/3145.jpg,"Restaurante próximo al Barrio Pesquero en donde destaca el chuletón de vaca de Cantabria y el rape negro a la brasa. Tiene bonitas vistas a la bahía.  ","La Taberna de Vicente esta ubicada en la entrada a Santander\, con vistas al Barrio Pesquero.\n\nComo especialidades del restaurante destacan el chuletón de vaca pinta de Cantabria y el rape negro a la brasa.",,Calle Capitán Palacios nº 2,942345528,comercial@paellasgigantesvicente.com,http://www.paellasgigantesvicente.com/,,https://es-es.facebook.com/pages/Taberna-de-Vicente-Restaurante-Asador/274599795915645,,,,-3.824052377217299,43.45349294632996,9,Restaurantes,,0,2016-02-24T10:40:42.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3145.csv
RES3126,La Rana Verde,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"La Rana Verde es un establecimiento de comida rápida en el que destacan las patatas bravas\, sándwiches\, bocadillos y hamburguesas. ","La Rana Verde es un establecimiento de comida rápida en el que destacan las patatas bravas\, sándwiches\, bocadillos y hamburguesas. \n\nSu decoración es moderna y cuenta con una colección de 400 figurillas de ranas verdes.",,Calle Daoíz y Velarde nº 30,942222402,info@laranaverde.es,http://www.laranaverde.es/,,https://www.facebook.com/pages/La-Rana-Verde/313345128149,,https://plus.google.com/113650407796010938725/about,https://instagram.com/laranaverdesantander/,-3.7998360798518433,43.463372721990616,9,Restaurantes,,0,2015-08-13T12:12:01.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3126.csv
RES3125,Restaurante La Radio,http://ar.smartsantander.eu/butler/server/photos/3125.bmp,"Restaurante con comedor y dos terrazas situado en la calle General Dávila. Sus especialidades son los mariscos variados\, sartenes\, carnes\, pescados\, arroces y platos de picoteo. ","Restaurante con comedor y dos terrazas situado en la calle General Dávila. \n\nElaboran platos caseros a partir de materias primas de calidad.\n\nSus especialidades son los mariscos variados\, sartenes\, arroces y platos de picoteo como las rabas acompañadas de aros de cebolla.\n\nLos pescados son todos del Cantabrico\, y en carnes destaca el chuletón de vaca vieja. ",,Avenida General Dávila nº 103,942232628,,http://www.tabernalaradio.es/,,https://es-es.facebook.com/tabernalaradio,,https://plus.google.com/102493603435280048024/about?gl=es&hl=en,,-3.819051907971584,43.464637148354484,9,Restaurantes,,0,2015-08-13T12:19:42.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3125.csv
RES3124,La Pulpería,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Restaurante de especialidades gallegas con platos como el pulpo o los calamares fritos. ",Restaurante de especialidades gallegas con platos como el pulpo o los calamares fritos. \n\nEl local se encuentra en una pequeña calle a la que se accede desde la calle Vargas.,,Calle Arco Iris nº 6,942238457,,,,https://www.facebook.com/pages/La-Pulper%C3%ADa/114285905307417?rf=225427280802253,,,,-3.8169488952597703,43.46069760135475,9,Restaurantes,,0,2015-08-13T12:11:51.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3124.csv
RES3123,La Ponderosa,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Restaurante de comida tradicional ubicado en la calle Castilla. Carta con comida casera.,Restaurante de comida tradicional ubicado en la calle Castilla. Carta con comida casera.,mj,Calle Castilla nº 61,942223008,,,,,,,,-3.8187137618614315,43.4551178909987,9,Restaurantes,,0,2015-08-13T09:33:32.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3123.csv
RES3122,Restaurante La Pirula,http://ar.smartsantander.eu/butler/server/photos/3122.jpg,"Bodega de ambiente rústico situado en el centro de la ciudad. Se sirven raciones y platos de elaboración tradicional y casera. ","Bodega de ambiente rústico situado en el centro de la ciudad.\n\nCuenta con dos comedores y la cocina a la vista\, de donde salen raciones y platos de elaboración tradicional y casera.  ",,Calle Peñaherbosa nº 21,942225785,,,,https://es-es.facebook.com/lapirula.bar,,https://plus.google.com/114742051064229198155/about?gl=es&hl=en,,-3.7981166229063774,43.46365040229956,9,Restaurantes,,0,2015-08-13T12:19:31.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3122.csv
RES3118,Restaurante La Mayor,http://ar.smartsantander.eu/butler/server/photos/3118.jpg,"Tiene como especialidades los pescados\, mariscos y la carne. Restaurante situado en la zona de Puerto Chico.","El Restaurante La Mayor tiene como especialidades los pescados\, mariscos y la carne. Todo ello de Cantabria. Platos típicos como las rabas\, maganos de Guadañeta\, el cocido montañés\, etc. figuran en su carta.\n\nLa Mayor está situado en la zona de Puerto Chico.\n\nSe ofrecen menús especiales para grupos y menú casero diario. También se realizan comidas por encargo.",,Calle Juan de la Cosa nº 5,942216973,info@restaurantelamayor.com,http://www.restaurantelamayor.com/,,,,,,-3.795573057282013,43.46366903255862,9,Restaurantes,,0,2015-08-13T12:19:11.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3118.csv
RES3114,Cervecería La Jamboteca,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,"Cervecería cuyos productos estrellas son la gamba y el jamón ibérico\, aderezados con  productos de gastronomía española tradicional. ","La Jamboteca es un concepto de restauración cuyos productos estrellas son la gamba y el jamón ibérico\, aderezados con  productos de gastronomía española tradicional. \n\nDestacan los Jambocitos\, las raciones y los cubos de cerveza\, además de sus sartenadas\, sartenes y ensaladas.\n",,Calle Casimiro Sainz nº 17,"682212526 ","lajambotecasantander@hotmail.com ",http://www.lajamboteca.es/,,https://es-es.facebook.com/pages/La-Jamboteca-Santander/680629628652273,,,," -3.7969752088928317",43.46457177648024,9,Restaurantes,,0,2015-08-13T12:11:05.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3114.csv
RES3105,Restaurante Casa Terán,http://ar.smartsantander.eu/butler/server/photos/3105.jpg,"Restaurante ubicado en Monte\, en la costa\, especializado en cocina tradicional y casera. Con terraza cubierta y climatizada o al aire libre\, parque infantil y parking.","El restaurante casa Terán se ubica en Monte\, en la costa de San Pedro del mar.\n\nEspecializado en cocina tradicional y casera\, famoso por los productos del mar y de tierra\, dispone de comedores\, una terraza jardin cubierta y climatizada o al aire libre\, así como \nparque infantil y parking privado y gratuito.",mj,Calle Corbanera nº 31,942344193,restaurantecasateran@gmail.com,http://www.restaurantecasateran.es/,,https://www.facebook.com/pages/Restaurante-Casa-TerÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Â ÃƒÂ¢Ã¢â€šÂ¬Ã¢â€žÂ¢ÃƒÆ’Ã†â€™ÃƒÂ¢Ã¢â€šÂ¬Ã…Â¡ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â¡n/153815824790149,https://twitter.com/RestCasaTeran,,," -3.8282712236785983",43.478874780609914,9,Restaurantes,,0,2015-08-13T08:46:17.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3105.csv
RES3103,Restaurante La Casa de Revert,http://ar.smartsantander.eu/butler/server/photos/3103.jpg,Restaurante próximo a la Segunda Playa del Sardinero en el que se ofrecen raciones variadas.,"Restaurante próximo a la Segunda Playa del Sardinero en el que se ofrecen raciones variadas: selección de embutidos\, carta de picoteo\, raciones y productos de la tierra\, etc. Todo ello con una gran bodega de vino.  \n\n",,Avenida del Stadium nº 2,942281806,,,,,,https://plus.google.com/108097006707680164135,," -3.7903662458801364",43.47453440630424,9,Restaurantes,,0,2015-08-13T12:18:21.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3103.csv
RES3101,Bar Restaurante Casa Goria,http://ar.smartsantander.eu/butler/server/photos/notavailable.gif,Restaurante del Río de la Pila con cocina tradicional en el que se sirven raciones y menú. En el bar hay surtido de pinchos. Amplia carta de vinos.\n,Restaurante del Río de la Pila con cocina tradicional en el que se sirven raciones y menú. En el bar hay surtido de pinchos\n\nAmplia carta de vinos.\n\n \n,,Calle Rio de la Pila nº 12,942222286,,http://www.actiweb.es/casagoria/,,https://www.facebook.com/pages/Bar-Restaurante-Casa-Goria/663909866974775,,https://plus.google.com/.../about?gl=es&hl=en -,,-3.8044213162037294,43.46457177385257,9,Restaurantes,,0,2015-08-13T12:09:33.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3101.csv
RES3100,Casa de Comidas Tetuán,http://ar.smartsantander.eu/butler/server/photos/3100.jpg,"Pequeño y acogedor restaurante de comida casera ubicado en Tetuán.\nEn su carta hay entrantes\, ensaladas\, huevos rotos\, pescaditos\, carnes y postres.","Pequeño y acogedor restaurante de comida casera ubicado en Tetuán.\n\nEn su carta hay entrantes\, ensaladas\, huevos rotos\, pescaditos\, carnes y postres. \n\nTiene menú de día y menús para celiacos\, así como una pequeña terrza.",,Calle Tetuán nº 31,942 055 524,,https://casadecomidastetuan.wordpress.com,,https://www.facebook.com/pages/Casa-de-Comidas-Tetuan/162832193783800,,,,-3.794414879462124,43.465895268278764,9,Restaurantes,,0,2016-03-16T15:25:30.000Z,2017-10-31T15:02:07.58Z,http://datos.santander.es/api/datos/establecimientos_hosteleros/res3100.csv
